_id_x,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,Neighborhood,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y,_id_y,Id,Estimate; Total,Margin of Error; Total
3156133,324625846,23174460,14,2023-10-30T08:00:00,"6300 Block St Marie St Pittsburgh, PA 15206",N,Highland Park,5,CRIM MISCHIEF,3304 Criminal Mischief.,1106.0,9.0,2.0,-79.9162023215471,40.46753518725584,40,40,6810.0,870.084478657
3156195,324251865,23171942,10,2023-10-29T04:15:00,"5500 Block Stanton Ave Pittsburgh, PA 15206",Y,Highland Park,5,RECKLESSLY ENDANGER ANOTH PER,"2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief. / 5507(a) Obstructing highway, railroad or public passage / 3736 Reckless Driving / 3714 Careless Driving / 2709(b) Stalking",1102.0,7.0,2.0,-79.92832528501641,40.47230596155568,40,40,6810.0,870.084478657
3156227,324740766,23175957,15,2023-11-05T14:07:00,"Highland Park Brg Ramp & Washington Blvd Pittsburgh, PA 15206",Y,Highland Park,5,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3362 Maximum Speed Limits. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving",1106.0,,,,,40,40,6810.0,870.084478657
3156284,323435486,23164595,0,2023-10-16T19:19:00,"800 Block N Beatty St Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): ,1102.0,7.0,2.0,-79.92201734681694,40.470060327099645,40,40,6810.0,870.084478657
3156415,324684729,23175052,10,2023-11-02T16:35:00,"5700 Block Bunkerhill St Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1102.0,7.0,2.0,-79.91943056366695,40.47928367143713,40,40,6810.0,870.084478657
3156430,324450445,23173331,0,2023-10-31T13:00:00,"800 Block Collins Ave Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): ,1106.0,,,,,40,40,6810.0,870.084478657
3156462,324702560,23172193,18,2023-10-29T16:05:00,"5500 Block Hampton St Pittsburgh, PA 15206",N,Highland Park,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,1102.0,7.0,2.0,-79.92710131720044,40.47627149359021,40,40,6810.0,870.084478657
3156628,323109771,23161687,0,2023-10-11T14:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9993 PFA Service with Weapons Supplement,1106.0,9.0,2.0,-79.90861667551917,40.470305633259095,40,40,6810.0,870.084478657
3156630,323116869,23161710,0,2023-10-11T15:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9994 PFA Service,1106.0,9.0,2.0,-79.90861667551917,40.470305633259095,40,40,6810.0,870.084478657
3156749,324424051,23173108,99,2023-10-31T11:40:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1106.0,9.0,2.0,-79.90861667551917,40.470305633259095,40,40,6810.0,870.084478657
3156770,324270211,23172144,6,2023-10-29T15:07:00,"5500 Block Bryant St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1102.0,7.0,2.0,-79.92606736400336,40.47784496948214,40,40,6810.0,870.084478657
3156784,324261083,23172003,0,2023-10-29T09:30:00,"800 Block Heberton St Pittsburgh, PA 15206",N,Highland Park,5,99,9997 Overdose Death,1106.0,7.0,2.0,-79.916651696825,40.46865738969623,40,40,6810.0,870.084478657
3157050,323544069,23165411,0,2023-10-18T09:23:00,"N St Clair St & Hampton St Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): 9999 - (Misc. Incident): Man w/ gun outside of Fulton E.S.,1102.0,7.0,2.0,-79.92173563425749,40.4744986795192,40,40,6810.0,870.084478657
3157254,322770714,23159120,99,2023-10-06T14:30:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1106.0,9.0,2.0,-79.90861667551917,40.470305633259095,40,40,6810.0,870.084478657
3157386,324009460,23169444,6,2023-10-20T15:30:00,"Callowhill St & Highland Ct Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle,1102.0,7.0,2.0,-79.92183801443217,40.47831892500826,40,40,6810.0,870.084478657
3157420,324116623,23170177,10,2023-10-26T11:37:00,"1100 Block Portland St Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1102.0,7.0,2.0,-79.92334034838835,40.4751570422054,40,40,6810.0,870.084478657
3157471,324218566,23171339,6,2023-10-28T05:20:00,"1000 Block N Sheridan Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle,1106.0,7.0,2.0,-79.91687105614291,40.47245879432285,40,40,6810.0,870.084478657
3157548,323661067,23166319,0,2023-10-19T18:45:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): ,1106.0,9.0,2.0,-79.90861667551917,40.470305633259095,40,40,6810.0,870.084478657
3157886,324748726,23176052,99,2023-11-05T17:30:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1106.0,9.0,2.0,-79.90861667551917,40.470305633259095,40,40,6810.0,870.084478657
3158017,323878293,23168541,10,2023-10-23T17:37:00,"800 Block N Beatty St Pittsburgh, PA 15206",Y,Highland Park,5,HARRASSMENT,2709 Harassment (Non-Specific),1102.0,7.0,2.0,-79.92201734681694,40.470060327099645,40,40,6810.0,870.084478657
3158087,323912022,23168804,10,2023-10-24T07:14:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",Y,Highland Park,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2902 Unlawful Restraint. / 2709(b) Stalking,1106.0,9.0,2.0,-79.90861667551917,40.470305633259095,40,40,6810.0,870.084478657
3158126,322783665,23159288,99,2023-10-06T19:54:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,AIDED CASE,9497 Aided Case / 1543 Driving While Operating Privilege is Suspended or Revoked.,1106.0,9.0,2.0,-79.90861667551917,40.470305633259095,40,40,6810.0,870.084478657
3154945,322768019,23159081,10,2023-10-06T10:28:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,HARRASSMENT,2709(a) Harassment.,1306.0,9.0,2.0,-79.87406755546291,40.45320444634244,28,28,2859.0,435.754518049
3155121,323310302,23163462,6,2023-10-14T14:15:00,"1900 Block Wharton St Pittsburgh, PA 15210",N,East Hills,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306.0,,,,,28,28,2859.0,435.754518049
3155350,323324362,23163788,4,2023-10-15T06:10:00,"500 Block Haverhill St Pittsburgh, PA 15221",N,East Hills,5,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 8106 Shots Fired,1306.0,,,-79.88047685978874,40.44954501794145,28,28,2859.0,435.754518049
3155492,323537122,23164936,0,2023-10-17T11:59:00,"Eymard St & Frankstown Ave Pittsburgh, PA 15221",Y,East Hills,5,99,3742 Accidents Involving Death or Personal Injury / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 1785 Proof of Financial Responsibility Following Accident.,1306.0,9.0,2.0,-79.8731437108462,40.460434643511455,28,28,2859.0,435.754518049
3155568,324715767,23175566,99,2023-11-04T17:49:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1306.0,9.0,2.0,-79.87406755546291,40.45320444634244,28,28,2859.0,435.754518049
3155608,324719657,23175583,18,2023-11-04T18:43:00,"Bennett St & Tokay St Pittsburgh, PA 15221",N,East Hills,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals.,1306.0,9.0,2.0,-79.88070585387179,40.45470439378665,28,28,2859.0,435.754518049
3155641,324215181,23171315,99,2023-10-28T03:08:00,"8000 Block Bennett St Pittsburgh, PA 15221",Y,East Hills,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1306.0,9.0,2.0,-79.8841190303238,40.45393259937531,28,28,2859.0,435.754518049
3155727,324238327,23171167,27,2023-10-27T22:40:00,"8700 Block Bricelyn St Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306.0,9.0,2.0,-79.8729401171202,40.45959720903412,28,28,2859.0,435.754518049
3155990,324355525,23172687,29,2023-10-29T14:00:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1306.0,,,,,28,28,2859.0,435.754518049
3156066,323704476,23166725,6,2023-10-20T12:00:00,"7900 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1306.0,9.0,2.0,-79.8859093869274,40.45508041821005,28,28,2859.0,435.754518049
3156239,323334036,23163935,0,2023-10-15T13:30:00,"2300 Block E. Hills Dr Pittsburgh, PA 15221",N,East Hills,5,99,9994 PFA Service,1306.0,9.0,2.0,-79.8713285890183,40.456616234957245,28,28,2859.0,435.754518049
3156283,323434004,23117751,9,2023-10-16T19:30:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,East Hills,5,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 6106 Firearms not to be Carried without a License. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION",1306.0,6.0,6.0,-79.99318468129471,40.43507182089466,28,28,2859.0,435.754518049
3156443,324723446,23175388,1,2023-11-04T11:23:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,CRIMINAL HOMICIDE,2501 Criminal Homicide. / 2706 Terroristic Threats. / 4952 Intimidation of Witnesses or Victims,1306.0,9.0,2.0,-79.87406755546291,40.45320444634244,28,28,2859.0,435.754518049
3156513,324506798,23171684,15,2023-10-28T20:15:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,East Hills,2,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 4302 Periods for Requiring Lighted Lamps. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,103.0,6.0,6.0,-79.99318468129471,40.43507182089466,28,28,2859.0,435.754518049
3156537,324221629,23171265,13,2023-10-28T01:58:00,"8000 Block Bennett St Pittsburgh, PA 15221",Y,East Hills,5,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 907 Possessing Instruments of Crime. / 3354 Additional Parking Regulations. / 4524 Windshield Obstructions and Wipers. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 3351 Stop, Stand and Park Outside Bus. and Res. ",1306.0,9.0,2.0,-79.8841190303238,40.45393259937531,28,28,2859.0,435.754518049
3156571,324049516,23169653,0,2023-10-25T15:33:00,"20 Block Bracey Ct Pittsburgh, PA 15221",N,East Hills,OSC,99,9999 9999 - (Misc. Incident): ,1306.0,9.0,2.0,-79.86786140284477,40.45569795825581,28,28,2859.0,435.754518049
3156696,324188799,23170886,0,2023-10-27T13:30:00,"100 Block Kilmer St Pittsburgh, PA 15221",N,East Hills,5,99,9993 PFA Service with Weapons Supplement,1306.0,9.0,2.0,-79.87472834996828,40.457498292394966,28,28,2859.0,435.754518049
3156700,323090497,23160626,5,2023-10-09T14:57:00,"1900 Block Robinson Blvd Pittsburgh, PA 15221",N,East Hills,5,BURGLARY,3502 Burglary.,1306.0,,,,,28,28,2859.0,435.754518049
3156747,324401799,23173003,6,2023-10-29T05:00:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306.0,9.0,2.0,-79.87406755546291,40.45320444634244,28,28,2859.0,435.754518049
3156797,324737248,23175924,10,2023-11-05T12:21:00,"7900 Block Batavia St Pittsburgh, PA 15221",Y,East Hills,5,HARRASSMENT,2709(a) Harassment.,1306.0,9.0,2.0,-79.88543568792932,40.45345178556432,28,28,2859.0,435.754518049
3156814,324494970,23173629,14,2023-11-01T08:00:00,"8100 Block Conemaugh St Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306.0,9.0,2.0,-79.88303914432095,40.45482774841627,28,28,2859.0,435.754518049
3156857,323537294,23164500,0,2023-10-16T16:45:00,"Frankstown Ave & Madonna St Pittsburgh, PA 15221",N,East Hills,5,99,9999 9999 - (Misc. Incident): ,1306.0,9.0,2.0,-79.87521237128617,40.45866198195717,28,28,2859.0,435.754518049
3156864,323494462,23164997,6,2023-10-17T14:15:00,"8100 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1306.0,9.0,2.0,-79.88333362380375,40.45544632584001,28,28,2859.0,435.754518049
3156897,323582085,23165698,6,2023-10-18T17:58:00,"8100 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1306.0,9.0,2.0,-79.88333362380375,40.45544632584001,28,28,2859.0,435.754518049
3156925,323341936,23163786,10,2023-10-15T18:07:00,"300 Block E North Ave Pittsburgh, PA 15212",Y,East Hills,5,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1306.0,1.0,1.0,-80.00963634854578,40.454910356150975,28,28,2859.0,435.754518049
3156973,324735118,23175902,14,2023-11-05T11:05:00,"2400 Block Bracey Dr Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306.0,,,,,28,28,2859.0,435.754518049
3157024,323513835,23164993,14,2023-10-17T10:35:00,"8400 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306.0,9.0,2.0,-79.8772074385454,40.45738269644291,28,28,2859.0,435.754518049
3157058,323592081,23165756,13,2023-10-18T19:48:00,"2100 Block Park Hill Fwy Pittsburgh, PA 15221",Y,East Hills,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 4304(a)(1) Endangering Welfare of Children. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1501 Drivers Required to be Licensed. / 6110.2 Possesion of Firearm with Altered Mfg. Number / 1372 Unauthorized Transfer or Use of Registration.,1306.0,9.0,2.0,-79.87406755546291,40.45320444634244,28,28,2859.0,435.754518049
3157080,323753350,23167459,0,2023-10-21T18:30:00,"2300 Block East hills Dr Pittsburgh, PA 15221",N,East Hills,5,99,9993 PFA Service with Weapons Supplement,1306.0,9.0,2.0,-79.8713285890183,40.456616234957245,28,28,2859.0,435.754518049
3157121,323719366,23166905,6,2023-10-20T18:17:00,"2400 Block Bracey Dr Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1306.0,,,,,28,28,2859.0,435.754518049
3157196,322820187,23159914,0,2023-10-08T01:22:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,99,8106 Shots Fired,1306.0,9.0,2.0,-79.87406755546291,40.45320444634244,28,28,2859.0,435.754518049
3157206,324244177,23171684,15,2023-10-28T20:15:00,"2300 Block Wilner Dr Pittsburgh, PA 15221",Y,East Hills,2,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 4302 Periods for Requiring Lighted Lamps. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 4581 Restraint Systems.,103.0,9.0,2.0,-79.86985020428394,40.454651640095655,28,28,2859.0,435.754518049
3157352,324191210,23170870,20,2023-10-27T13:19:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,INTERFER/CUSTODY OF CHILDREN,2904 Interference with Custody of Children.,1306.0,,,,,28,28,2859.0,435.754518049
3157387,324021938,23169538,0,2023-10-25T11:50:00,"500 Block Oakwood St Pittsburgh, PA 15221",N,East Hills,5,99,9993 PFA Service with Weapons Supplement,1306.0,9.0,2.0,-79.88408656084069,40.449180919283066,28,28,2859.0,435.754518049
3157467,324188867,23165806,10,2023-10-18T20:50:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,East Hills,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment.,103.0,6.0,6.0,-79.99318468129471,40.43507182089466,28,28,2859.0,435.754518049
3157581,323952012,23168959,6,2023-10-23T09:00:00,"8600 Block Bricelyn St Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306.0,9.0,2.0,-79.87435922741766,40.457864773488616,28,28,2859.0,435.754518049
3157654,323286299,23163050,13,2023-10-13T19:16:00,"8300 Block Frankstown Ave Pittsburgh, PA 15221",Y,East Hills,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 6110.1 Possesion of Firearm by Minor,1306.0,9.0,2.0,-79.8795925978048,40.45515256608071,28,28,2859.0,435.754518049
3157728,323352319,23164058,5,2023-10-15T19:00:00,"2400 Block Bracey Dr Pittsburgh, PA 15221",N,East Hills,5,BURGLARY,3502 Burglary.,1306.0,,,,,28,28,2859.0,435.754518049
3157736,324707119,23175388,1,2023-11-04T11:23:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1306.0,9.0,2.0,-79.87406755546291,40.45320444634244,28,28,2859.0,435.754518049
3157822,323591923,23165806,10,2023-10-18T20:50:00,"100 Block Kilmer St Pittsburgh, PA 15221",Y,East Hills,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment.,103.0,9.0,2.0,-79.87472834996828,40.457498292394966,28,28,2859.0,435.754518049
3157950,324380911,23172939,10,2023-10-31T04:28:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",Y,East Hills,5,SIMPLE ASSAULT,2701 Simple Assault.,1306.0,9.0,2.0,-79.8713285890183,40.456616234957245,28,28,2859.0,435.754518049
3157972,324361679,23172731,27,2023-10-30T17:50:00,"Frankstown  Ave & Wheeler St Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1306.0,9.0,2.0,-79.88473500846045,40.45534875678387,28,28,2859.0,435.754518049
3158050,323170989,23162055,27,2023-10-12T09:00:00,"8100 Block Bennett St Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306.0,,,,,28,28,2859.0,435.754518049
3158056,324469958,23173551,0,2023-11-01T07:45:00,"700 Block Fargo Way Pittsburgh, PA 15221",N,East Hills,5,99,9994 PFA Service,1306.0,9.0,2.0,-79.8822671281655,40.45288222054543,28,28,2859.0,435.754518049
3158077,324382939,23172106,0,2023-10-28T17:30:00,"100 Block Kilmer St Pittsburgh, PA 15221",Y,East Hills,5,99,"3304(a)(3) CRIMINAL MISCHIEF- Cause Another Pecuniary Loss (By Deception, Threat)",1306.0,9.0,2.0,-79.87472834996828,40.457498292394966,28,28,2859.0,435.754518049
3158094,324582020,23174229,6,2023-11-02T11:03:00,"8100 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1306.0,9.0,2.0,-79.88333362380375,40.45544632584001,28,28,2859.0,435.754518049
3154946,322901903,23160579,6,2023-10-09T08:00:00,"3300 Block Mc Clure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3934 Theft from Vehicle,2703.0,1.0,1.0,-80.03620219555998,40.4757725354699,13,13,7421.0,560.572921216
3154983,323251969,23162673,10,2023-10-13T09:10:00,"3800 Block California Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2701.0,1.0,1.0,-80.04050288261874,40.48441647350276,13,13,7421.0,560.572921216
3155003,323839202,23168302,6,2023-10-22T10:00:00,"1500 Block Letort St Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2703.0,1.0,1.0,-80.03734249515784,40.48000107748024,13,13,7421.0,560.572921216
3155012,323417650,23164448,0,2023-10-16T15:00:00,"3500 Block Elmhurst Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9994 PFA Service,2701.0,1.0,1.0,-80.04443332831046,40.4805694647598,13,13,7421.0,560.572921216
3155152,322828574,23160034,0,2023-10-08T10:01:00,"1600 Block Sandusky Ct Pittsburgh, PA 15212",N,Brighton Heights,1,99,3926(a)(4) Theft of services; ACQUISITION OF SERVICES - refusal to pay or offer to pay for a service (hotels and restaurants),2708.0,,,,,13,13,7421.0,560.572921216
3155154,322878168,23160134,14,2023-10-08T10:30:00,"1500 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,CRIM MISCHIEF,3304 Criminal Mischief.,2701.0,1.0,1.0,-80.03792536961258,40.48107032595119,13,13,7421.0,560.572921216
3155171,322927458,23160822,0,2023-10-09T21:34:00,"3500 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,99,9998 Overdose Other,2708.0,1.0,1.0,-80.03096856971929,40.47948570075871,13,13,7421.0,560.572921216
3155277,323795510,23168018,99,2023-10-22T19:35:00,"200 Block Federal St Pittsburgh, PA 15212",N,Brighton Heights,1,MENTAL 201/302,9498 302 (Mental),2701.0,1.0,6.0,-80.00396354178193,40.448421310220375,13,13,7421.0,560.572921216
3155356,324360379,23172677,99,2023-10-30T16:11:00,"1400 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2701.0,1.0,1.0,-80.0370203138271,40.48435193508315,13,13,7421.0,560.572921216
3155358,323097439,23161531,0,2023-10-11T09:01:00,"Davis Ave & Lee St Pittsburgh, PA 15212",Y,Brighton Heights,1,99,3742.1 Accident Involv. Death/Inj. While not Licensed,2701.0,1.0,1.0,-80.03732234926214,40.48097077442582,13,13,7421.0,560.572921216
3155360,323275599,23162808,99,2023-10-13T02:00:00,"1100 Block Flora St Pittsburgh, PA 15212",N,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2708.0,,,,,13,13,7421.0,560.572921216
3155400,324370838,23172861,0,2023-10-30T23:15:00,"1800 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9994 PFA Service,2701.0,1.0,1.0,-80.0418455028157,40.47989913355437,13,13,7421.0,560.572921216
3155407,324204813,23171064,0,2023-10-27T20:00:00,"1100 Block Harvard Cir Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2708.0,1.0,1.0,-80.03144571999448,40.48449753142675,13,13,7421.0,560.572921216
3155445,323134655,23161828,27,2023-10-11T18:00:00,"1100 Block Stanford Rd Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2708.0,1.0,1.0,-80.03127735201224,40.480905439208485,13,13,7421.0,560.572921216
3155563,323975608,23169204,6,2023-10-24T18:00:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2708.0,1.0,1.0,-80.03519808011238,40.48325452805599,13,13,7421.0,560.572921216
3155651,324156746,23170683,6,2023-10-27T07:30:00,"1500 Block Termon Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2701.0,1.0,1.0,-80.03844668906889,40.48275148803192,13,13,7421.0,560.572921216
3155656,324732203,23175878,11,2023-11-05T05:15:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,CREDIT CARDS,4106 Access Device Fraud,2708.0,1.0,1.0,-80.03519808011238,40.48325452805599,13,13,7421.0,560.572921216
3155716,322806848,23159679,26,2023-10-07T15:50:00,"3300 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,FALSE RPT LAW ENFORCE AUTH,4906 False Reports to Law Enforcement Authorities.,2708.0,1.0,1.0,-80.031526355361,40.47663688906603,13,13,7421.0,560.572921216
3155954,324272152,23172296,6,2023-10-29T20:41:00,"900 Block Benton Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2708.0,1.0,1.0,-80.03448678686314,40.48906316579205,13,13,7421.0,560.572921216
3155959,322783625,23159281,0,2023-10-06T19:47:00,"Bainton St & Hybla St Pittsburgh, PA 15212",Y,Brighton Heights,1,DUI - GENERAL IMPAIRMENT,1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,2703.0,1.0,1.0,-80.03699579196277,40.474179759610095,13,13,7421.0,560.572921216
3156151,324233155,23032365,99,2023-10-28T12:05:00,"1400 Block Sherman Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,2703.0,6.0,1.0,-80.01022240634956,40.457253421918494,13,13,7421.0,560.572921216
3156217,323511992,23165088,0,2023-10-17T17:02:00,"1600 Block Hybla St Pittsburgh, PA 15212",N,Brighton Heights,1,99,"9999 9999 - (Misc. Incident): resident/caregiver disputes, harasmment",2703.0,,,,,13,13,7421.0,560.572921216
3156234,323315386,23163564,10,2023-10-14T18:51:00,"1200 Block Termon Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,TERRORISTIC THREATS,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats.",2708.0,1.0,1.0,-80.0329548639456,40.48366020107242,13,13,7421.0,560.572921216
